group,group_key,point_index,bias_value,bias_percent,bias_quantile,Omega_m_raw,Omega_m_unit,Omega_b_raw,Omega_b_unit,h_raw,h_unit,n_s_raw,n_s_unit,A_raw,A_unit
Sobol32 baseline,sobol32,20,0.00046343767835869227,0.04634376783586923,0.761260986328125,0.2680569192767143,0.17535574547946453,0.059830580577254294,0.9915290288627148,0.7254705673083663,0.6273528365418316,0.9910519327968359,0.8881491599604486,2.315682565420866,0.7696032067760824
Sobol32 baseline,sobol32,21,0.0003816601432479499,0.03816601432479499,0.231719970703125,0.38262594506144526,0.8914121566340327,0.04123732231557369,0.06186611577868457,0.6468208836391568,0.234104418195784,0.9566543716192246,0.45817964524030746,1.8562296837568284,0.19528710469603555
Sobol32 baseline,sobol32,22,0.00030615333517375006,0.030615333517375005,0.001739501953125,0.3312626153230667,0.570391345769167,0.052291614077985285,0.6145807038992643,0.7713852424174548,0.8569262120872736,0.9639837459474803,0.5497968243435031,2.075048715621233,0.4688108945265415
Sobol32 baseline,sobol32,23,0.00042720773278732553,0.042720773278732554,0.572479248046875,0.2967642368376255,0.3547764802351593,0.04869858350604772,0.43492917530238606,0.6501341134309768,0.2506705671548841,0.9283319126069546,0.1041489075869318,2.14054104834795,0.5506763104349374
Sobol32 baseline,sobol32,24,0.00038554395834624613,0.03855439583462461,0.26007080078125,0.2873682078719139,0.296051299199462,0.056215389762073756,0.8107694881036879,0.7586193202063441,0.7930966010317206,0.952148284688592,0.4018535586074001,1.9799523651599884,0.34994045644998556
Sobol32 baseline,sobol32,25,0.00047611775228622986,0.047611775228622984,0.812530517578125,0.32194717332720757,0.5121698332950473,0.04480842033401132,0.240421016700566,0.6628786871209741,0.31439343560487043,0.995245529860258,0.9405691232532256,2.241983815282583,0.6774797691032288
Sobol32 baseline,sobol32,26,0.00041314279355956693,0.04131427935595669,0.474273681640625,0.39323047101497655,0.9576904438436032,0.05367657585069537,0.6838287925347687,0.7381281714886427,0.6906408574432136,0.9228871043771506,0.03608880471438205,2.4142940625548364,0.8928675781935455
Sobol32 baseline,sobol32,27,0.0004890918410303131,0.04890918410303131,0.852996826171875,0.2787419892847538,0.24213743302971125,0.04726983411237597,0.3634917056187987,0.634160240739584,0.17080120369792,0.969741063117981,0.6217632889747626,1.751270816475153,0.06408852059394121
Sobol32 baseline,sobol32,28,0.0004584079035943089,0.04584079035943089,0.739837646484375,0.25120090901851655,0.07000568136572848,0.0509337729588151,0.546688647940755,0.6817906036972999,0.4089530184864997,0.971967995762825,0.6495999470353123,1.8012012660503387,0.12650158256292343
Sobol32 baseline,sobol32,29,0.0003963787099947809,0.03963787099947809,0.346832275390625,0.37577254310250285,0.8485783943906428,0.049526791609823706,0.47633958049118535,0.7904459390789271,0.9522296953946354,0.9351108648627997,0.18888581078499592,2.3643620811402797,0.8304526014253496
Sobol32 baseline,sobol32,30,0.00038161276871608745,0.038161276871608744,0.23126220703125,0.34940143197774887,0.6837589498609303,0.05839423179626464,0.9197115898132322,0.6151995064690708,0.07599753234535431,0.9830260322988034,0.787825403735042,2.1918595775961878,0.6148244719952347
Sobol32 baseline,sobol32,31,0.00039288209935793437,0.03928820993579343,0.318389892578125,0.30491539880633356,0.40572124253958475,0.04198748290538788,0.09937414526939409,0.7062527349218726,0.5312636746093627,0.9499121872335673,0.37390234041959086,2.0300750829279424,0.412593853659928
PPR cold start,ppr32,0,0.0004514699233062594,0.04514699233062594,0.70745849609375,0.24886706149909832,0.055419134369364534,0.04100338003263079,0.05016900163153961,0.6316129741912581,0.15806487095629035,0.9664730382160848,0.5809129777010594,1.882953582223914,0.22869197777989264
PPR cold start,ppr32,1,0.000413666181887531,0.0413666181887531,0.4786376953125,0.36249852021631,0.7656157513519375,0.05408249851105914,0.704124925552957,0.753348745781852,0.7667437289092597,0.925458969543097,0.06823711928871243,2.31256706476874,0.7657088309609252
PPR cold start,ppr32,2,0.0004523818225231324,0.04523818225231324,0.711334228515625,0.3858878990593863,0.9117993691211643,0.047597605355249956,0.3798802677624978,0.6875774980570436,0.43788749028521795,0.9837820295662755,0.7972753695784434,2.4575419278212305,0.9469274097765381
PPR cold start,ppr32,3,0.0004292162378132723,0.04292162378132723,0.585113525390625,0.2871197741080406,0.29449858817525393,0.05873182459529676,0.936591229764838,0.7054452601161019,0.5272263005805092,0.9496280786114565,0.3703509826432057,1.7437854398425887,0.05473179980323595
PPR cold start,ppr32,4,0.0003333422691440129,0.033334226914401285,0.0196533203125,0.3185393268482452,0.4908707928015325,0.049116686809073516,0.4558343404536758,0.7816841903153738,0.908420951576869,0.9530904643898458,0.41363080487307213,1.8376473580706394,0.1720591975882993
PPR cold start,ppr32,5,0.0003759150148643816,0.03759150148643816,0.19195556640625,0.361406405742669,0.7587900358916813,0.058010282003348505,0.9005141001674254,0.6125217167271851,0.06260858363592578,0.9959841257821259,0.9498015722765739,2.3829809766380334,0.8537262207975418
PPR cold start,ppr32,6,0.0004195750215720055,0.04195750215720055,0.520355224609375,0.34009703657198176,0.6256064785748859,0.04248073382657354,0.1240366913286769,0.7313238595309122,0.6566192976545607,0.9397356023476453,0.24669502934556592,2.2303171107991613,0.6628963884989516
PPR cold start,ppr32,7,0.00045778985385093045,0.04577898538509304,0.7366943359375,0.26353296596516107,0.14708103728225672,0.050157987112387385,0.5078993556193693,0.6550568339856939,0.2752841699284696,0.969392539488104,0.6174067436012998,2.032210537353316,0.4152631716916452
PPR cold start,ppr32,8,0.0005232879322911346,0.052328793229113456,0.94024658203125,0.27366421174257693,0.21040132339110587,0.045130632623653924,0.2565316311826962,0.7333770739982408,0.666885369991204,0.9896439545346034,0.8705494316825425,2.302059558409692,0.7525744480121151
PPR cold start,ppr32,9,0.00043794251287559353,0.04379425128755935,0.637664794921875,0.3187411457497317,0.49213216093582324,0.05849192430266618,0.924596215133309,0.6602696409961597,0.3013482049807985,0.9584468961670631,0.4805862020882889,1.92219477919817,0.2777434739977125
PPR cold start,ppr32,10,0.00041665025099988333,0.04166502509998833,0.50079345703125,0.37819209877786664,0.8637006173616664,0.041620071151324996,0.08100355756624976,0.7847310904053943,0.9236554520269715,0.9796738488649569,0.745923110811961,1.8033047065871148,0.1291308832338936
PPR cold start,ppr32,11,0.0005216828091087277,0.05216828091087277,0.935882568359375,0.290968006266649,0.3185500391665561,0.05459690302527456,0.7298451512637282,0.6208562101966814,0.10428105098340686,0.9361648917247651,0.2020611465595638,2.41710732564304,0.8963841570538003
PPR cold start,ppr32,12,0.0004599965253285383,0.04599965253285383,0.747161865234375,0.29488658591692035,0.3430411619807522,0.04367503215762066,0.1837516078810331,0.702466478154747,0.5123323907737352,0.9270360961014436,0.08795120126804394,2.314544400100227,0.7681805001252836
PPR cold start,ppr32,13,0.0003690115385526588,0.03690115385526588,0.14794921875,0.39170445432738543,0.9481528395461588,0.052565537424824206,0.6282768712412103,0.7277511660151789,0.6387558300758942,0.9657357177578748,0.571696471973435,1.8825119673667285,0.22813995920841074
PPR cold start,ppr32,14,0.0003860732974310646,0.03860732974310646,0.264007568359375,0.34780387520780737,0.673774220048796,0.04868370250520911,0.43418512526045566,0.6376430393756514,0.18821519687825689,0.9394762927006175,0.24345365875771835,2.0431704650086444,0.42896308126080557
PPR cold start,ppr32,15,0.0004144938141855428,0.04144938141855428,0.484832763671875,0.24785563722940956,0.049097732683809826,0.055697336286463395,0.7848668143231698,0.758403910462752,0.79201955231376,0.9866150735903635,0.8326884198795436,2.145057955485224,0.5563224443565298
PPR cold start,ppr32,16,0.0004514265605660063,0.04514265605660063,0.707366943359375,0.2579083256918817,0.11192703557426073,0.04839972058615666,0.4199860293078329,0.6663605898255834,0.3318029491279172,0.9385906968700264,0.23238371087532944,1.74554253284873,0.0569281660609125
PPR cold start,ppr32,17,0.00041377478564800645,0.041377478564800646,0.479522705078125,0.35563560042159115,0.7227225026349445,0.05506740125428914,0.7533700627144571,0.7455403809367842,0.7277019046839209,0.9730566419683955,0.6632080246049432,2.464,0.955
PPR cold start,ppr32,18,0.00039304818818503484,0.039304818818503486,0.31976318359375,0.39268755883166295,0.9542972426978933,0.04469891084667729,0.2349455423338646,0.6107831162860997,0.05391558143049866,0.9506557044831938,0.3831963060399223,2.259791406076001,0.6997392575950014
PPR cold start,ppr32,19,0.0003761344280191031,0.03761344280191031,0.193634033203125,0.28478910184523687,0.27993188653273043,0.05048640969329311,0.5243204846646558,0.7872645967066724,0.9363229835333616,0.9956149516052024,0.9451868950650302,1.9335742549539563,0.2919678186924454
PPR cold start,ppr32,20,0.0004510586508972468,0.04510586508972468,0.705596923828125,0.3042931526380859,0.4018322039880367,0.04117921818807522,0.0589609094037609,0.7167247214051468,0.5836236070257337,0.9792764308919637,0.7409553861495461,2.0379422448869375,0.422427806108672
PPR cold start,ppr32,21,0.0004512797763304112,0.04512797763304112,0.70684814453125,0.37727525577977716,0.8579703486236071,0.055145213440958116,0.7572606720479058,0.6901387575890012,0.4506937879450061,0.9467762921304645,0.3347036516308065,2.169781612173187,0.587227015216484
PPR cold start,ppr32,22,0.0004517041763060421,0.04517041763060421,0.70855712890625,0.324345378276029,0.5271586142251812,0.04594015019981541,0.2970075099907707,0.7748737987869186,0.874368993934593,0.9691830042231464,0.6147875527893298,2.4099190107919437,0.8873987634899296
PPR cold start,ppr32,23,0.000500679306183268,0.0500679306183268,0.88555908203125,0.2732622218404282,0.20788888650267626,0.057386326253873146,0.8693163126936574,0.6436720056673133,0.21836002833656656,0.92493123848839,0.06164048110487433,1.78750788254486,0.1093848531810751
PPR cold start,ppr32,24,0.00045008258526971396,0.0450082585269714,0.70050048828125,0.26637049809584595,0.16481561309903722,0.04273579732524145,0.1367898662620725,0.7658311692095032,0.829155846047516,0.9431160559070254,0.28895069883781727,2.4372181525587955,0.9215226906984944
PPR cold start,ppr32,25,0.0004517128601948878,0.045171286019488784,0.708587646484375,0.34327706189982776,0.6454816368739235,0.05086716703014971,0.5433583515074853,0.6332452496663489,0.16622624833174443,0.9881191847429301,0.8514898092866268,1.7639390010914426,0.07992375136430335
PPR cold start,ppr32,26,0.0004027261869242656,0.040272618692426564,0.397064208984375,0.370968541049089,0.8185533815568061,0.05018040062062608,0.509020031031304,0.694808582540748,0.4740429127037397,0.9280950918471873,0.10118864808984085,1.9628818868950753,0.3286023586188441
PPR cold start,ppr32,27,0.0004495086199278476,0.04495086199278476,0.697479248046875,0.30177581230388056,0.3860988268992535,0.05642789567417116,0.8213947837085582,0.6776875934036284,0.3884379670181419,0.9601002815289162,0.5012535191114528,2.2383742341947657,0.6729677927434571
PPR cold start,ppr32,28,0.0005241290808895596,0.05241290808895596,0.94189453125,0.2879735740097451,0.2998348375609069,0.046167857519855596,0.3083928759927798,0.6169154630323018,0.08457731516150921,0.9802845491036597,0.753556863795746,2.1102747372478614,0.5128434215598268
PPR cold start,ppr32,29,0.0004018394601646104,0.04018394601646104,0.390106201171875,0.3859510081950626,0.9121938012191413,0.058940466969140834,0.9470233484570418,0.773986064569694,0.8699303228484697,0.9295210547855247,0.11901318481905848,2.126803402015892,0.5335042525198649
PPR cold start,ppr32,30,0.0004373677539387438,0.04373677539387438,0.634246826171875,0.3404500799350178,0.6278129995938612,0.041050900054156306,0.05254500270781525,0.6606070493884553,0.30303524694227635,0.9957048650420347,0.9463108130254337,1.8558811329435843,0.19485141617948037
PPR cold start,ppr32,31,0.0004506044377372966,0.04506044377372966,0.703338623046875,0.24878652315336436,0.05491576970852728,0.05291129679133167,0.6455648395665836,0.7368478390457978,0.6842391952289887,0.9599759478013751,0.49969934751718814,2.3189124526264018,0.7736405657830022
Active additions,active32,0,0.00040901542961530767,0.040901542961530764,0.445159912109375,0.3311129617031772,0.5694560106448576,0.05049703437744363,0.5248517188721814,0.6753437748277722,0.37671887413886096,0.9911956071647714,0.8899450895596425,2.3320549732345905,0.7900687165432382
Active additions,active32,1,0.0003876626424180983,0.03876626424180983,0.27691650390625,0.34732078166933267,0.6707548854333291,0.04431540118932556,0.21577005946627797,0.7782777302867784,0.8913886514338917,0.9739032335245735,0.673790419057169,2.067877816067144,0.45984727008392984
Active additions,active32,2,0.00032329049875705546,0.03232904987570555,0.008544921875,0.3446984398205874,0.6543652488786712,0.0523185098922218,0.6159254946110901,0.737296849730956,0.6864842486547799,0.9602360889381887,0.5029511117273583,1.8205307317864288,0.15066341473303602
Active additions,active32,3,0.0005040629417003725,0.05040629417003725,0.894500732421875,0.2904408763741477,0.3152554773384233,0.04360554733736369,0.18027736686818432,0.641763142752515,0.20881571376257504,0.9769147903633082,0.7114348795413523,1.864706625574933,0.20588328196866623
Active additions,active32,4,0.0003809560269617571,0.038095602696175714,0.226593017578125,0.33834984598921025,0.614686537432564,0.04613408241293493,0.30670412064674646,0.6271935712231897,0.1359678561159488,0.9693550831235705,0.6169385390446317,2.2242173022698255,0.6552716278372819
Active additions,active32,5,0.0004549882237674382,0.04549882237674382,0.723602294921875,0.2549270686752662,0.09329417922041386,0.05234617485641167,0.6173087428205837,0.7195285886540738,0.5976429432703687,0.9670588753903133,0.5882359423789163,1.9633109636212713,0.3291387045265892
Active additions,active32,6,0.0006117970413968013,0.06117970413968013,0.9998779296875,0.26987726471000667,0.1867329044375417,0.05375409990830312,0.6877049954151561,0.6788520246212395,0.3942601231061975,0.94807041976307,0.3508802470383753,2.368009889134721,0.8350123614184015
Active additions,active32,7,0.0003415907201073986,0.03415907201073986,0.03564453125,0.2924549124720456,0.32784320295028485,0.04592624206715748,0.296312103357874,0.7737576797624386,0.8687883988121927,0.9481032601484356,0.35129075185544467,2.1374327553147174,0.5467909441433968
Active additions,active32,8,0.00046901388955256757,0.04690138895525676,0.784698486328125,0.25761877979747216,0.11011737373420105,0.04186958867893612,0.09347943394680606,0.6987220717003806,0.4936103585019029,0.9547945470615551,0.4349318382694383,2.1600858673913548,0.5751073342391935
Active additions,active32,9,0.00034122539634094895,0.034122539634094895,0.034820556640625,0.3751324398869017,0.8445777492931356,0.04975252681123303,0.48762634056165155,0.65716958998354,0.28584794991770013,0.9676768196990907,0.5959602462386335,1.9967679051356229,0.3709598814195286
Active additions,active32,10,0.00040506308781044457,0.040506308781044456,0.415496826171875,0.31895385597718695,0.4934615998574184,0.04972241631909666,0.4861208159548329,0.7090457254814392,0.5452286274071958,0.9238848693772478,0.04856086721559685,2.4637241852056677,0.9546552315070846
Active additions,active32,11,0.00041346040658085914,0.04134604065808591,0.476959228515625,0.3563437794158315,0.7271486213489469,0.04234945542333865,0.11747277116693247,0.6053915581430498,0.026957790715249053,0.9553278522415969,0.4415981530199608,2.1798957030380004,0.5998696287975005
Active additions,active32,12,0.00039254687647303154,0.03925468764730315,0.316162109375,0.34931301315795527,0.6832063322372204,0.04871972305777955,0.4359861528889776,0.6641562021898985,0.3207810109494923,0.9378649999632788,0.2233124995409842,2.3671488607187667,0.8339360758984584
Active additions,active32,13,0.0004458644598998022,0.04458644598998022,0.68048095703125,0.3820399989186265,0.8877499932414155,0.04460883825328747,0.2304419126643736,0.7361542942312189,0.6807714711560945,0.9817279392156162,0.7715992401952022,2.1304233172041727,0.5380291465052158
Active additions,active32,14,0.00039746603078370086,0.03974660307837009,0.35528564453125,0.3296066150177454,0.5600413438609088,0.05816339661150699,0.9081698305753496,0.7088290351185036,0.5441451755925178,0.9272261466369573,0.0903268329619664,1.957155642280376,0.32144455285047
Active additions,active32,15,0.0003884789101800782,0.03884789101800782,0.283477783203125,0.3159764852865963,0.47485303304122667,0.05913806539928197,0.9569032699640987,0.7015516528013042,0.5077582640065207,0.9970319659442087,0.9628995743026091,2.1348468464381662,0.5435585580477078
Active additions,active32,16,0.00043800439697515894,0.043800439697515896,0.6380615234375,0.26522043818707386,0.15762773866921165,0.04180277366868184,0.090138683434092,0.6208815713762574,0.10440785688128724,0.9484573951816542,0.3557174397706768,1.7823533127874664,0.10294164098433312
Active additions,active32,17,0.00042873741013293667,0.042873741013293665,0.581939697265625,0.3730882920146356,0.8318018250914725,0.04110178218339949,0.055089109169974636,0.7396328416496882,0.698164208248441,0.99541776430687,0.9427220538358752,1.7937840172840038,0.11723002160500484
Active additions,active32,18,0.0004288159420607859,0.042881594206078594,0.5823974609375,0.2893429457528765,0.3083934109554781,0.05720137797062955,0.8600688985314774,0.7707631808600883,0.8538159043004414,0.9870344471891772,0.837930589864715,2.4573401507677985,0.9466751884597482
Active additions,active32,19,0.0004111273664856023,0.04111273664856023,0.45953369140625,0.3888950561734923,0.9305941010843267,0.04175296290390249,0.08764814519512458,0.6103267168807213,0.05163358440360642,0.9253009144192212,0.06626143024026507,2.4429572952116434,0.9286966190145542
Active additions,active32,20,0.00045754025633837846,0.04575402563383785,0.735687255859375,0.24337334526812296,0.021083407925768547,0.04938598917251184,0.4692994586255922,0.7022144682615914,0.5110723413079569,0.9281662011547785,0.1020775144347314,2.1144956364857155,0.5181195456071443
Active additions,active32,21,0.0003395868022141463,0.03395868022141463,0.0316162109375,0.30622745623602277,0.4139216014751423,0.04796312103357874,0.3981560516789371,0.7868788398812193,0.9343941994060964,0.9340516300742179,0.17564537592772303,2.1187163776573588,0.5233954720716985
Active additions,active32,22,0.0004003611831887595,0.04003611831887595,0.37823486328125,0.38805380911421355,0.9253363069638346,0.04274743748637261,0.13737187431863038,0.6126967387117753,0.0634836935588767,0.9777018165636686,0.7212727070458576,2.374687166070609,0.8433589575882613
Active additions,active32,23,0.0003419740563714047,0.03419740563714047,0.036590576171875,0.37522816843028695,0.8451760526892933,0.05125811539664088,0.562905769832044,0.7762271567636247,0.8811357838181235,0.9508660187397933,0.38582523424741544,2.0151195645078763,0.39389945563484546
Active additions,active32,24,0.0003903131246189616,0.03903131246189616,0.297637939453125,0.32230163388354865,0.514385211772179,0.042133923515694366,0.10669617578471827,0.6616929676328782,0.3084648381643911,0.9525504298266794,0.4068803728334918,1.9196732304005102,0.2745915380006378
Active additions,active32,25,0.0004851488806110246,0.04851488806110246,0.840057373046875,0.2939782719003917,0.3373641993774482,0.05221257229354816,0.6106286146774079,0.6345010291352723,0.1725051456763615,0.9300606674421376,0.125758343026719,1.905343755562717,0.2566796944533964
Active additions,active32,26,0.0004629194573094449,0.046291945730944487,0.759185791015625,0.2926102190935369,0.32881386933460566,0.04590138683434092,0.2950693417170459,0.6104407856881287,0.052203928440643345,0.9542286975908271,0.4278587198853381,1.7411766563937332,0.05147082049216656
Active additions,active32,27,0.00041168410167743405,0.041168410167743405,0.46343994140625,0.3938048521848774,0.9612803261554834,0.04089290275101617,0.04464513755080835,0.6045308302450356,0.022654151225178214,0.9917534895269707,0.8969186190871341,2.4489208237221525,0.9361510296526906
Active additions,active32,28,0.0004438624598517586,0.04438624598517586,0.67059326171875,0.3177880811692368,0.4861755073077299,0.050073619642657816,0.5036809821328908,0.707951921405177,0.5397596070258851,0.9987672355518974,0.9845904443987173,1.721714153147128,0.027142691433910127
Active additions,active32,29,0.00044300687111741417,0.04430068711174142,0.666168212890625,0.33008767514036164,0.5630479696272602,0.041814350038128806,0.09071750190644026,0.6851809997272694,0.42590499863634707,0.9674347727169981,0.5929346589624757,2.443069488140474,0.9288368601755927
Active additions,active32,30,0.0004585944105163047,0.04585944105163047,0.740997314453125,0.25176648298258053,0.07354051864112836,0.05007899355619369,0.5039496778096846,0.6275284169928469,0.13764208496423452,0.964696269744052,0.5587033718006496,2.066105268676658,0.4576315858458227
Active additions,active32,31,0.0004143829467855022,0.04143829467855022,0.4840087890625,0.301249260108155,0.38280787567596875,0.05704124925552957,0.8520624627764787,0.776674372890926,0.8833718644546298,0.9227294847715485,0.03411855964435552,2.40628353238437,0.8828544154804626
