k_h_per_mpc,sobol_baseline_p68_k,this_method_p68_k,improvement_fraction
0.8513283133506775,0.02180641901195397,0.016880303535532805,0.22590208294726144
0.8576198220252991,0.021818294629776247,0.016859234068606635,0.22728910051484022
0.8639058470726013,0.02182508506461702,0.016846495904242566,0.22811316178766142
0.8701838850975037,0.021827906940681752,0.016826672874311745,0.2291211007982153
0.8764641284942627,0.021826980664579977,0.016811621622445427,0.22977795780399854
0.882750391960144,0.021823484412291805,0.01678666502230164,0.23079812988769294
0.8890332579612732,0.02182016229179933,0.016772330127698767,0.23133797524492694
0.8953084349632263,0.021814359807480255,0.016750225981084377,0.23214680013939076
0.9015956521034241,0.021809844705203217,0.016733291359939752,0.23276430501370518
0.90788334608078,0.02180374496283415,0.016713262851022904,0.23346824687631829
0.9141744375228882,0.021799351896109664,0.016690161420399297,0.2343735033986106
0.9204630851745605,0.02179431734242061,0.016668964180941593,0.2351692453107028
0.9267434477806091,0.021785961358867477,0.016651541999176,0.2356755928790642
0.9330323934555054,0.021779199986849296,0.01662819921000407,0.23651010046078372
0.9393265843391418,0.02177062103766625,0.01660950133764696,0.2370680970051255
0.9455974698066711,0.02176143866317446,0.01658935924904066,0.23767175939917018
0.9518660306930542,0.021757923088160026,0.016566851776983894,0.2385830343338675
0.9581413269042969,0.021743631917019713,0.016542791947132686,0.23918911016039124
0.9644351005554199,0.021737012848999537,0.016525229981649805,0.23976536718979802
0.9707355499267578,0.02172813617488454,0.016506073555252333,0.24033642727572585
0.9770081043243408,0.02171839176902579,0.01648191495792406,0.2411079451366127
0.9832823276519775,0.021705782232879577,0.016460598862185406,0.24164912899332644
0.9895569682121277,0.02169564431075015,0.016439954413603533,0.24224631552161066
0.9958456158638,0.021685126979213366,0.016418775595428148,0.24285545520823398
1.00213623046875,0.021671618692612516,0.01639776493563663,0.24335301537829535
1.0084048509597778,0.021658342387907138,0.016376082075927112,0.24389033183487568
1.014694094657898,0.021651004271000883,0.01634679526410774,0.24498674243935845
1.0209925174713135,0.02164472259715531,0.016320357295381373,0.24598907552983376
1.0272740125656128,0.021633100590863385,0.016297183842060293,0.24665519981248946
1.0335592031478882,0.021622151713851866,0.016266617490989323,0.2476873853138127
1.0398476123809814,0.021608257947073196,0.016238746544230565,0.24849348873910138
1.0461269617080688,0.021605835932275764,0.01621392186530113,0.24955822509602385
1.052403450012207,0.021593371932067163,0.016187170761479398,0.25036391664978014
1.0586806535720825,0.021584797088959107,0.016165323025797918,0.2510782955626355
1.0649642944335938,0.021573483146435944,0.016141207364011968,0.2518033710899122
1.0712567567825317,0.02156357628795198,0.016117703227408797,0.25254962292993605
